nahr walddist stoerdist Output
0.571778 97.426355 1603.373768 0.520795
0.579267 692.229054 3316.363710 0.463330
0.949046 580.675692 2981.851814 0.527028
0.778230 391.258019 3829.820166 0.725461
0.090915 565.224655 2843.853878 0.000000
0.304103 460.182512 4213.906768 0.408795
0.966090 390.757435 2646.904259 0.599244
0.047903 130.494472 4469.189111 0.000000
0.122129 520.865370 543.975926 0.000000
0.527645 598.416154 4932.202641 0.795224
0.099777 716.273033 3676.980778 0.000000
0.193309 188.082560 2660.208649 0.205100
0.077329 65.074869 1201.683101 0.000000
0.185734 247.340863 4180.982859 0.306749
0.828669 98.238753 2106.804926 0.658573
0.006777 519.279344 836.696252 0.000000
0.528541 272.127882 975.123372 0.439220
0.427970 47.537296 4154.063434 0.777189
0.593191 662.860144 2622.590324 0.431246
0.498481 597.534931 2355.840145 0.416928
0.847102 790.616873 2070.153060 0.501305
0.077434 71.992576 3693.521928 0.000000
0.321996 546.073919 2495.309233 0.203470
0.421765 79.892549 3768.574652 0.740033
0.441041 793.964874 751.134255 0.139853
0.946858 709.325678 475.183152 0.183247
0.019108 741.157489 4531.830524 0.000000
0.603142 173.212294 2682.746286 0.601435
0.462982 899.843036 3473.721689 0.202386
0.521352 650.340319 371.251482 0.071325
0.428013 276.807722 2436.251744 0.624257
0.638402 360.699632 3048.429562 0.602633
0.279163 953.711585 3031.679693 0.033992
0.034938 7.743267 4920.755908 0.000000
0.612469 925.014421 4879.383494 0.491527
0.001292 974.111691 4506.274923 0.000000
0.676396 798.781023 2930.036009 0.273844
0.483271 502.991126 714.074715 0.209795
0.661555 790.901064 4607.236431 0.658531
0.240445 835.391794 851.797476 0.000000
0.536671 689.868462 4546.504349 0.715204
0.207154 893.564574 3310.969632 0.019807
0.534514 642.606679 3272.374641 0.484314
0.530536 184.355918 2205.424752 0.640604
0.367539 513.580195 4484.365461 0.377267
0.343401 804.902619 1952.491393 0.137408
0.475169 196.260450 4074.879649 0.830574
0.041036 246.414706 3885.391637 0.000000
0.231936 894.133778 1659.946592 0.000000
0.161008 209.391373 4089.826899 0.246284
0.423950 522.402842 3544.622950 0.323184
0.630111 706.513709 1109.948411 0.229846
0.680061 865.953121 3835.709241 0.347457
0.053516 242.260075 531.502929 0.000000
0.311637 311.810922 539.778808 0.396182
0.270858 501.054547 1070.873421 0.090107
0.695180 715.051825 1829.897893 0.357775
0.315025 582.211357 833.478866 0.215985
0.768757 36.636992 3624.676176 0.758489
0.593225 486.925782 330.107303 0.037065
0.046818 405.210378 1112.013510 0.000000
0.574269 98.223505 3492.322534 0.761731
0.967106 671.930665 3303.989884 0.563598
0.634112 743.275189 398.386061 0.103951
0.635936 136.481079 3705.832274 0.760185
0.836053 76.595741 411.184487 0.222452
0.245344 971.612974 2769.874412 0.000000
0.786985 933.189107 2883.256800 0.380080
0.663221 540.871494 3824.234768 0.613855
0.577974 22.192436 2474.204984 0.636065
0.071460 835.206378 1237.653121 0.000000
0.219589 472.788332 825.930587 0.029351
0.563037 345.483733 1810.380282 0.550590
0.690296 854.265484 1545.837586 0.207440
0.349666 320.488638 3799.587217 0.657545
0.155133 772.455607 4110.114546 0.115686
0.379733 702.324573 1601.151603 0.206754
0.182010 949.095712 1062.790649 0.000000
0.284823 798.636672 2258.581926 0.147109
0.359333 25.174655 842.019277 0.419203
0.396204 814.771743 4475.419536 0.259935
0.706581 874.804957 1722.658570 0.196516
0.031873 508.609043 1447.799244 0.000000
0.128991 819.304836 1907.086522 0.000000
0.584544 477.392129 3247.900256 0.483415
0.633314 687.718512 1889.897537 0.387500
0.929757 726.648194 1780.175646 0.456983
0.273672 132.154051 709.763025 0.308237
0.657297 426.984843 524.231854 0.289075
0.372807 135.857015 4733.323850 0.775494
0.806119 216.458952 918.678475 0.411332
0.298419 552.761467 3380.644351 0.232910
0.618659 56.728909 969.788238 0.426747
0.854086 432.244412 3067.049469 0.592561
0.558051 454.996651 1480.619562 0.344333
0.009591 454.854918 1023.300498 0.000000
0.967853 508.404575 1359.035359 0.316786
0.011954 822.870625 4907.522699 0.000000
0.772186 582.557296 2045.907251 0.487319
0.601589 551.164900 1352.761597 0.271222
0.539574 55.420341 4234.186698 0.850851
0.765353 414.013045 4799.732016 0.864943
0.335316 848.412507 3234.214123 0.124392
0.424037 257.784635 1529.422418 0.546425
0.207296 208.419259 3868.106860 0.308516
0.706478 552.720232 2809.576325 0.436291
0.654399 809.244001 4538.035172 0.605047
0.015241 213.096229 2449.228212 0.000000
0.133411 74.670211 706.659042 0.071589
0.801811 187.112250 1056.955986 0.427507
0.127554 955.763286 2436.049255 0.000000
0.122032 782.846366 4003.261255 0.047008
0.850942 809.335270 4397.570092 0.649197
0.692443 198.722903 2504.305049 0.620116
0.183027 900.557445 372.238683 0.000000
0.384668 70.718299 3933.535247 0.758271
0.332498 398.147423 1294.982099 0.370999
0.949714 385.434748 2388.841091 0.599067
0.438290 243.793148 988.058549 0.434848
0.880949 564.964948 1111.925841 0.253004
0.462022 917.221128 1937.802427 0.128308
0.478296 884.223076 747.778146 0.079477
0.756935 907.385666 1821.712480 0.289033
0.987818 308.271876 4116.847374 0.863609
0.207588 692.403708 4602.971187 0.171549
0.996892 400.660623 3415.945033 0.664276
0.433266 79.896845 612.457584 0.405543
0.934006 256.252660 792.416905 0.408215
0.129527 774.870433 2264.845388 0.000000
0.014188 888.321485 1322.614192 0.000000
0.481965 201.066668 1372.936638 0.515122
0.924639 457.293965 2065.615752 0.560726
0.733275 974.906567 528.439004 0.068845
0.408165 114.915409 4203.453417 0.798975
0.090557 546.858399 432.285281 0.000000
0.871571 345.877388 3609.848460 0.730085
0.909305 20.662346 580.510825 0.421067
0.854100 56.156236 1699.498051 0.562226
0.730677 677.810169 2212.808636 0.470440
0.897544 460.387342 3158.021212 0.594614
0.799774 334.139127 3243.713509 0.645093
0.122235 994.708582 871.496688 0.000000
0.716851 582.740189 4317.996066 0.665812
0.878670 396.534594 3500.844187 0.649717
0.907591 692.468073 2850.883645 0.500802
0.677165 753.799625 325.727881 0.026255
0.446856 897.798725 2739.540783 0.150241
0.773108 235.342017 2003.663040 0.645685
0.979897 223.397319 3441.174678 0.689821
0.770410 259.503667 1806.143430 0.581009
0.424166 581.750257 4680.532313 0.489569
0.422509 868.808695 2945.464282 0.123893
0.439565 147.508721 3047.254470 0.645045
0.500330 107.103679 3228.023061 0.659818
0.334218 875.995975 3192.829718 0.100455
0.151318 424.823959 3304.691069 0.104693
0.068094 407.039846 3153.162090 0.000000
0.833849 789.079533 3529.674178 0.588387
0.184015 921.615258 2575.271764 0.000000
0.915185 151.399292 2580.654063 0.604861
0.241773 580.386793 4975.124573 0.210126
0.481732 289.082056 1496.796752 0.507793
0.590777 957.362595 4654.170400 0.415399
0.172820 402.566278 2509.653746 0.100171
0.107837 39.104663 2632.729247 0.017125
0.076003 579.996489 1410.242044 0.000000
0.415492 252.359035 4159.936685 0.760652
0.892878 208.266809 3282.809227 0.694086
0.279611 660.332211 4005.343504 0.236936
0.659183 348.153639 2013.117814 0.552202
0.596313 159.326056 2374.981430 0.617363
0.913829 230.357677 3676.495749 0.782398
0.890575 455.034314 3063.219518 0.545855
0.764752 138.619409 370.953496 0.149428
0.902733 205.949343 654.059474 0.420691
0.328590 565.590591 2488.275842 0.217893
0.047165 602.242074 2893.441975 0.000000
0.623116 537.269105 4464.324371 0.714940
0.624085 969.014596 4832.975989 0.426103
0.070185 154.543914 4287.719138 0.000000
0.134608 664.150298 1836.768058 0.000000
0.253409 775.437675 3778.172689 0.094022
0.380393 125.884431 2061.632591 0.629956
0.165965 890.644753 363.557383 0.000000
0.865500 196.281555 882.973697 0.425000
0.285590 139.550384 2826.039965 0.509427
0.821787 398.461293 2573.335397 0.552543
0.827917 912.961333 1660.103428 0.389864
0.947305 942.123542 1032.528805 0.226029
0.515249 364.763146 1468.735016 0.447055
0.591039 334.495443 1828.469254 0.595210
0.730078 420.302328 1627.686603 0.450583
0.524210 548.195797 734.158837 0.215719
0.289878 195.306190 751.611493 0.363107
0.155687 736.879372 905.171324 0.000000
0.106987 681.758971 1633.321491 0.000000
0.187374 443.059667 4001.889265 0.154332
0.422094 939.521542 909.095728 0.041748
0.824285 606.841742 1909.743487 0.479392
0.756163 633.094402 2900.921497 0.463963
0.180129 275.866402 948.338782 0.172063
0.062346 16.700002 4845.669694 0.000000
0.630410 464.091027 2105.524195 0.447579
0.726359 120.478669 3071.235831 0.616928
0.855527 731.568571 4533.048798 0.715064
0.652806 646.190177 3997.470747 0.606192
0.683887 413.279142 2922.506084 0.487805
0.777741 889.901525 4013.304967 0.494806
0.378807 814.718436 445.736607 0.124865
0.752388 534.602780 1321.032173 0.331962
0.185070 258.909393 3349.446350 0.220927
0.053050 128.878438 3791.287187 0.000000
0.266779 658.165683 4985.829578 0.289631
0.562500 197.563761 3469.882953 0.715157
0.589260 721.168298 4662.395010 0.733288
0.481848 649.354865 1735.577855 0.371312
0.377708 169.981606 2673.016458 0.621360
0.367365 372.827471 4706.400310 0.671526
0.639791 916.081134 565.474603 0.059168
0.543365 921.122344 702.424034 0.052856
0.430691 226.075388 2077.161278 0.632632
0.085704 403.308703 2435.255731 0.000000
0.766839 255.992002 2341.343234 0.601270
0.920696 549.401959 3896.101157 0.665196
0.738394 704.296392 2897.170609 0.461824
0.265495 133.604741 725.709739 0.276680
0.020848 614.506573 4851.854561 0.000000
0.265765 628.026371 4170.071836 0.186405
0.742114 901.100481 3066.844233 0.238664
0.455961 812.564818 4153.805146 0.452642
0.996706 70.337461 586.590600 0.437498
0.004658 335.617724 2224.108041 0.000000
0.198015 305.315921 2200.082883 0.213192
0.739055 221.072526 3086.567771 0.627442
0.741439 754.427291 1365.769425 0.305805
0.034978 933.447775 4973.757766 0.000000
0.426457 698.711669 609.190799 0.202164
0.637518 832.967195 3072.289101 0.244561
0.808851 338.162930 3422.631722 0.668366
0.702105 876.493770 2103.965400 0.177236
0.648863 666.352537 1696.725943 0.345234
0.107861 586.282308 4468.149262 0.016756
0.054466 874.838770 1709.103145 0.000000
0.315326 402.898967 3374.303723 0.437979
0.906357 8.338316 3901.228345 0.843844
0.609932 540.192360 4710.851936 0.762936
0.885312 501.037396 2236.449898 0.502660
0.307064 224.270711 4039.995378 0.759207
0.999419 736.850463 4424.025594 0.740513
0.547931 349.882038 1860.762863 0.586309
0.423101 779.934094 3641.623081 0.264737
0.066434 52.532902 386.313699 0.000000
0.259754 700.601899 4431.262814 0.181976
0.966504 394.150049 3551.349094 0.710350
0.095033 778.486434 707.638039 0.000000
0.279370 827.539901 4834.992669 0.221343
0.929770 535.811504 1696.157170 0.440471
0.589885 651.046273 1831.566098 0.387764
0.905860 371.210158 2224.935452 0.594857
0.167891 127.828105 3364.724194 0.185979
0.312173 315.191056 3483.434969 0.629682
0.580517 17.964098 1521.174436 0.547902
0.943002 4.540444 2324.110866 0.646060
0.639168 200.971855 3068.966410 0.643634
0.905188 797.603503 3136.966053 0.513651
0.596471 633.850096 3039.671181 0.423657
0.953465 683.956276 4846.651052 0.803251
0.380905 616.882894 3042.272566 0.208408
0.430805 222.861489 4872.562193 0.916591
0.591781 152.233553 3489.683602 0.757035
0.119067 934.239999 4194.933312 0.013322
0.137756 288.003546 598.220229 0.079121
0.343449 538.725956 4496.190496 0.380864
0.270219 361.965593 1205.346541 0.261050
0.231572 617.413143 3270.853437 0.027912
0.383730 614.796088 1371.109028 0.205629
0.534998 447.842238 1617.368946 0.380998
0.107274 102.334887 3204.644412 0.019264
0.644234 88.053841 2857.284570 0.639992
0.356877 862.703008 1044.868194 0.095625
0.978334 196.010372 3205.408974 0.685795
0.207897 628.693512 1564.943158 0.000000
0.205546 420.012860 727.117925 0.080323
0.559328 571.858926 670.880198 0.203082
0.252614 504.738867 4492.599435 0.163641
0.959806 723.495294 4811.632675 0.806247
0.163308 730.033259 686.227963 0.000000
0.021930 593.258788 3391.121132 0.000000
0.529780 386.657163 824.570552 0.325375
0.344791 768.952730 3288.430289 0.188193
0.787928 139.879875 1398.106917 0.521981
0.505515 826.751484 1813.869283 0.239531
0.750666 345.571944 635.222528 0.355889
0.807668 613.857048 4542.426524 0.748243
0.198792 931.850286 2165.947802 0.000000
0.213603 820.316533 2753.985650 0.000000
0.439466 836.673030 3647.696376 0.262982
0.938248 859.831364 1804.436171 0.419082
0.864888 793.775562 4309.217389 0.641558
0.829021 509.982891 2502.317697 0.520075
0.408768 783.318048 1758.529493 0.170972
0.278903 583.046576 2174.909009 0.125584
0.336070 146.708821 1114.849796 0.426590
0.606094 616.010000 1384.931660 0.302798
0.312469 874.630741 2802.382431 0.087737
0.550953 652.422753 2971.241892 0.417183
0.263678 490.757268 3742.635215 0.128396
0.831745 317.391222 3205.497865 0.643811
0.041688 758.635245 1765.407102 0.000000
0.089608 35.543817 4688.580510 0.000000
0.836752 790.718638 565.144422 0.206493
0.242703 396.567346 3282.275821 0.131144
0.687391 340.893212 457.017773 0.298669
0.932823 210.542650 2463.336687 0.646938
0.403259 85.775991 3140.304196 0.626203
0.855455 944.276461 1830.659847 0.404948
0.439904 438.252837 794.942671 0.272712
0.931396 409.374934 2442.772491 0.592694
0.194880 628.200973 3009.588559 0.000962
0.230029 444.096458 1863.236782 0.060718
0.280523 783.599785 2602.557265 0.122110
0.109489 609.722098 3340.030913 0.004274
0.914991 115.893033 1864.150763 0.597490
0.277768 868.387129 3023.784064 0.090705
0.012346 335.344247 3006.671941 0.000000
0.340646 961.236624 2621.247385 0.026526
0.476378 189.800850 3223.900900 0.695292
0.306917 901.684404 3506.984863 0.103992
0.098840 105.966879 4327.657134 0.000000
0.307032 595.679015 4992.657480 0.425349
0.515661 886.259099 3644.664866 0.259808
0.809772 34.020896 1840.051049 0.568415
0.718712 620.064924 4994.893326 0.819373
0.259404 46.914917 612.709540 0.237863
0.197580 617.336835 2728.177635 0.000000
0.975222 859.462988 1744.406863 0.433656
0.247624 165.955468 2340.470669 0.215373
0.147055 189.097153 2814.422381 0.095859
0.230726 239.633408 815.182057 0.212486
0.554653 662.533790 2304.096582 0.438563
0.482095 832.983134 3160.659129 0.268424
0.937312 30.634479 4718.706793 1.034936
0.471713 613.116197 364.999730 0.067941
0.575207 522.115511 3819.793923 0.609784
0.067427 863.480015 2316.422162 0.000000
0.838780 792.518638 4632.629562 0.667361
0.453890 448.848018 3817.573081 0.547243
0.999678 287.122662 3174.996863 0.640091
0.917374 939.353014 4444.121301 0.497558
0.023224 105.305181 597.986731 0.000000
0.288338 32.612698 4357.354022 0.685909
0.881085 214.478273 3024.462945 0.637974
0.121763 791.367591 3201.726937 0.006360
0.363042 574.889431 1964.855895 0.212035
0.267672 700.555272 3057.273657 0.078562
0.456487 391.187158 4440.573402 0.751193
0.609744 839.982302 2165.215500 0.217395
0.413215 718.217454 2023.001768 0.234275
0.035771 342.957959 1774.192238 0.000000
0.010965 143.010402 4334.042507 0.000000
0.039725 197.519409 3311.466118 0.000000
0.504046 922.381597 3570.768007 0.193485
0.748159 459.454320 3559.185426 0.563623
0.898679 328.015482 4044.461463 0.834200
0.599373 363.809879 3645.032264 0.668381
0.939839 276.690545 3142.300023 0.646183
0.603442 581.698342 325.631434 0.026176
0.077669 781.448063 2005.105959 0.000000
0.700949 165.862420 1263.010922 0.470461
0.531361 194.357786 2028.837610 0.654012
0.576091 197.370890 4144.119496 0.902126
0.709675 33.151447 977.838404 0.438495
0.086067 665.707773 2178.737740 0.000000
0.795629 440.416494 2303.888455 0.533136
0.478761 163.296475 4061.844442 0.889095
0.201196 959.782159 595.502884 0.000000
0.754122 370.141052 807.097940 0.354265
0.980597 88.487060 2689.041456 0.659044
0.523939 711.069761 1355.858395 0.268513
0.856521 446.252660 2731.638710 0.540614
0.820807 327.605672 1490.636202 0.484170
0.376616 783.615666 4898.789609 0.312639
0.717579 199.844518 3371.382369 0.717276
0.756484 144.438872 768.321892 0.425264
0.158475 970.313564 2862.522530 0.000000
0.768979 497.667341 867.515836 0.208409
0.826693 792.400494 4345.159419 0.691776
0.541273 880.325000 400.683754 0.082731
0.674120 166.667611 1086.914254 0.441971
0.119318 794.350623 2928.334833 0.000000
0.257687 902.620035 857.815910 0.017420
0.669846 120.786799 4266.611618 0.913954
0.107846 962.367596 3130.769353 0.000181
0.107797 307.647108 426.199461 0.016744
0.466965 690.764264 2131.402553 0.366463
0.158389 845.617390 1250.805260 0.000000
0.264621 172.407631 3804.475100 0.422653
0.718697 660.346616 1686.771713 0.361514
0.761693 479.413829 2007.375649 0.499354
0.199975 510.102900 2994.870180 0.000000
0.045394 958.557279 2543.336292 0.000000
0.383719 712.239753 4740.017213 0.384261
0.726630 242.906799 2248.770658 0.615462
0.268002 752.639905 1922.961330 0.077917
0.424135 725.763299 3098.742652 0.244033
0.924063 701.132428 2381.032721 0.541735
0.352374 371.548065 2895.625089 0.499882
0.010463 255.920752 747.949647 0.000000
0.596315 903.734098 397.762035 0.064583
0.406291 315.935103 2767.739131 0.621143
0.949345 67.297356 2549.644808 0.629136
0.387456 159.702803 2172.066212 0.601060
0.987596 597.584515 2104.448382 0.537993
0.751758 648.836467 4103.655181 0.629205
0.722225 129.375519 2512.329162 0.656244
0.057266 216.175203 2300.314786 0.000000
0.265497 213.351073 4240.660699 0.488893
0.533810 176.533572 2792.129396 0.659483
0.738518 718.545967 1266.496494 0.281180
0.311840 787.437022 2813.030700 0.142110
0.230707 302.555133 4923.713636 0.431222
0.241974 164.773461 4370.715252 0.339427
0.405438 108.399715 3503.640247 0.702160
0.866583 670.748986 4532.405423 0.795704
0.465364 531.408013 775.320786 0.216784
0.357984 602.998828 2032.598280 0.211155
0.713292 759.737261 3534.455338 0.464209
0.772662 597.556582 1212.514790 0.299390
0.878106 845.230074 2536.643879 0.452458
0.519363 183.353103 2004.407484 0.653211
0.655124 439.093062 913.049592 0.276268
0.994352 339.902928 2115.288828 0.580417
0.613574 443.118999 4760.329110 0.835025
0.919624 695.876061 627.141860 0.212699
0.078765 58.541353 3675.881250 0.000000
0.116032 286.440371 3890.158289 0.074586
0.114096 70.797701 4462.485669 0.067486
0.298599 546.443340 1107.357945 0.203642
0.355985 837.499501 1153.847605 0.110976
0.858668 946.884753 3080.978722 0.421928
0.637541 366.008964 2056.569319 0.578623
0.695554 334.957493 4777.842668 0.946989
0.513708 123.264728 497.426649 0.424473
0.935013 677.445600 2205.457453 0.511714
0.202819 713.785777 4392.762552 0.149983
0.956974 316.769717 3821.600290 0.815562
0.492354 575.724149 4898.134492 0.774553
0.992706 231.115191 2578.976138 0.605429
0.297516 427.870049 4783.115311 0.542824
0.556676 702.686279 1415.931295 0.303989
0.811937 568.971550 1534.720643 0.378892
0.954498 384.990139 2996.196092 0.560468
0.553684 951.158380 2627.103392 0.067879
0.683165 876.941254 3180.982559 0.203966
0.874111 691.280047 1187.245547 0.260740
0.929652 173.071007 4417.274158 0.888995
0.954402 108.798455 1003.532049 0.422006
0.612563 336.886082 4996.605336 0.963323
0.948314 133.800434 1549.516555 0.522505
0.400705 835.688546 2309.213386 0.115200
0.315560 801.918187 1434.501042 0.144993
0.862088 305.486295 1712.359490 0.592530
0.272972 478.927294 2652.142970 0.121565
0.649483 156.111006 1811.682453 0.565162
0.003440 514.954889 2982.409409 0.000000
0.515026 502.592619 1481.557337 0.297119
0.382870 379.039862 979.487917 0.348560
0.587503 765.225827 3750.610245 0.506733
0.088268 585.715272 1187.155545 0.000000
0.854108 136.534179 2406.842170 0.655592
0.052308 742.430208 3023.174657 0.000000
0.695045 862.991255 4744.154245 0.571377
0.379072 34.917219 749.880147 0.403340
0.152932 326.118984 483.890849 0.106277
0.478134 687.108922 992.660103 0.217448
0.594238 362.607274 1467.954183 0.454280
0.418940 108.279913 3196.572099 0.658444
0.241659 877.402839 3037.301476 0.002768
0.446194 928.025447 930.453522 0.048214
0.302405 689.180879 4160.920386 0.346408
0.276081 533.133993 3668.117343 0.169806
0.873354 531.736487 1631.631655 0.425239
0.695790 698.355406 3883.123968 0.578830
0.337020 445.200876 482.451039 0.247500
0.426086 848.803368 3221.748216 0.159795
0.368683 103.257911 2979.345772 0.646670
0.788767 160.845048 887.105228 0.410872
0.784950 225.464590 3493.077358 0.719177
0.765707 574.120514 4202.078887 0.652812
0.307325 949.211556 4022.083753 0.092896
0.591409 425.893302 4733.131006 0.885912
0.385944 655.309497 964.042886 0.201852
0.802823 341.675146 3834.875463 0.800109
0.730832 233.432031 4229.118316 0.882899
0.506922 422.761880 4731.391527 0.850439
0.879389 66.406496 3168.605656 0.679138
0.823442 151.252468 761.625262 0.426794
0.601872 889.179290 2480.500354 0.157333
0.830051 203.154994 4348.615903 0.890519
0.947628 931.046552 1535.670093 0.356196
0.845853 744.736080 1792.161238 0.442136
0.869676 992.535302 1414.073516 0.306864
0.320899 461.878068 884.292851 0.244860
0.327343 96.929620 2804.864234 0.615272
0.588542 724.535708 1581.234389 0.318860
0.628176 938.192095 2393.704506 0.087298
0.248975 474.355463 607.897796 0.026112
0.866327 802.597400 3041.781983 0.502879
0.395037 919.643682 2420.941943 0.055272
0.794081 343.512016 3338.602097 0.656784
0.546868 559.094613 2940.195234 0.412774
0.264280 922.357913 4210.193429 0.085836
0.910173 816.280547 1194.804443 0.291294
0.500448 997.563497 766.829075 0.001680
0.353183 621.388860 2379.933773 0.217715
0.822655 477.327140 872.929248 0.241185
0.310190 263.635706 3200.946519 0.638065
0.072021 265.160194 4977.747873 0.000000
0.880178 695.437123 3745.156858 0.640257
0.733753 516.558035 2444.179342 0.456063
0.024190 997.069108 1417.041394 0.000000
0.893415 52.480066 2292.844627 0.650203
0.623905 593.216770 3371.080558 0.475492
0.688489 971.114585 4112.509091 0.275809
0.511027 719.241710 315.014284 0.015567
0.586166 560.181864 2133.914566 0.411999
0.726016 562.392507 4139.310508 0.662122
0.291149 261.801855 1599.277891 0.494206
0.965561 630.468814 2712.863611 0.545522
0.435104 677.532899 2533.512920 0.296521
0.831055 822.706703 2296.822852 0.478575
0.615678 592.169071 3263.100515 0.467694
0.500669 509.785895 1650.386862 0.336309
0.521615 376.726346 2002.540688 0.532692
0.827789 862.152415 1220.656040 0.302857
0.895972 676.938213 4397.948987 0.737899
0.422286 450.302105 1348.996564 0.311085
0.489175 580.246580 4645.431453 0.738123
0.247242 316.523729 3129.963074 0.214246
0.131209 141.637316 4453.922361 0.134310
0.261904 524.508242 2963.366630 0.051340
0.842920 890.489303 4923.389174 0.575991
0.931848 242.774793 4602.600545 0.966204
0.527843 860.232708 705.151737 0.095849
0.820684 433.908695 2155.331282 0.559430
0.418043 286.534143 563.962768 0.414595
0.000575 656.679002 3681.967773 0.000000
0.498279 706.881110 1088.669271 0.228185
0.964152 272.586566 4681.986261 0.941260
0.701905 825.256582 2018.147380 0.241432
0.076218 576.153381 1712.607188 0.000000
0.215432 227.462786 462.857963 0.172104
0.621250 105.186601 3704.998990 0.773473
0.457682 166.189350 4215.885911 0.899001
0.475801 470.079000 2627.594155 0.414936
0.737665 979.996312 1588.212396 0.175445
0.530561 93.210138 4821.034821 0.970613
0.617597 136.055838 2165.249302 0.609173
0.421615 547.248861 3170.943609 0.258273
0.912771 278.943273 1132.767878 0.447016
0.984980 198.059142 3050.834383 0.635852
0.425450 420.535620 2103.005930 0.367618
0.657492 402.864855 444.886403 0.268424
0.270825 230.443725 2086.543603 0.393421
0.260120 380.302994 829.746449 0.159933
0.837201 572.018346 2538.634644 0.531398
0.564699 659.713332 3140.913778 0.446972
0.762426 943.485516 1695.112229 0.288934
0.063120 229.249581 3356.902064 0.000000
0.731268 520.886692 942.089366 0.207332
0.794683 723.576350 2246.331199 0.498050
0.497115 35.242551 837.470574 0.416048
0.428887 876.492765 3543.843796 0.175375
0.509355 223.851784 4016.190988 0.860809
0.069153 501.576999 4565.167917 0.000000
0.523539 469.327785 1272.224202 0.293552
0.380769 690.219669 1295.696003 0.210661
0.955930 410.453952 3248.030530 0.613957
0.308599 822.907462 4176.979723 0.241695
0.936837 334.907972 1943.902483 0.573395
0.305580 179.381479 1922.562223 0.619742
0.231538 747.217576 814.384708 0.000000
0.905233 780.697141 908.376864 0.209064
0.420202 457.087177 3977.298314 0.426034
0.308881 492.231473 2048.389117 0.229818
0.743193 320.485747 3974.970213 0.779618
0.091663 364.107366 1039.053003 0.000000
0.974187 251.980510 4662.501094 0.971141
0.183576 925.498395 4810.464199 0.051598
0.357438 236.404273 4093.490955 0.746525
0.859435 963.225534 879.501199 0.215810
0.594099 85.625726 2623.171202 0.647436
0.325136 830.496913 4703.775266 0.244265
0.698256 356.855555 2307.085748 0.551509
0.185924 25.935560 4409.288275 0.333509
0.945638 176.924123 4362.865508 0.927930
0.545713 624.814171 447.134287 0.155675
0.246069 671.711178 2441.494645 0.000000
0.648309 222.607345 2128.775170 0.602339
0.969219 830.076840 4285.599666 0.637240
0.414570 905.533439 2106.089057 0.080778
0.165036 387.623700 4218.190658 0.244715
0.028968 459.546961 2223.234012 0.000000
0.770010 148.339331 3433.372872 0.700689
0.253593 916.698917 1046.462999 0.005889
0.052966 349.999629 821.102884 0.000000
0.082244 24.481197 1716.092080 0.000000
0.585056 802.654941 3104.594999 0.285176
0.720294 144.938638 787.915594 0.400205
0.501032 653.557666 1552.874921 0.326321
0.891692 873.562652 4490.112849 0.605069
0.924972 990.548534 2940.522559 0.408556
0.603113 713.349767 4963.955707 0.800544
0.208355 750.933425 2864.745703 0.000000
0.712442 490.457741 3102.758483 0.456432
0.540961 802.973333 2329.315493 0.264714
0.458015 440.745572 1602.344827 0.373322
0.846758 79.089067 4595.358315 1.008922
0.589882 446.249890 2421.937107 0.460079
0.219445 589.027615 2412.041023 0.000000
0.098934 726.959091 4400.962753 0.000000
0.179408 592.336143 4196.734483 0.129984
0.388586 467.370876 2218.060571 0.273500
0.165248 727.256986 3405.695555 0.042687
0.384975 619.739720 2693.901499 0.205992
0.995699 740.389235 3633.168568 0.623878
0.517802 356.684916 3354.794028 0.673970
0.734279 434.897343 4202.699199 0.687284
0.033824 273.233681 1138.068060 0.000000
0.314099 842.976665 4148.267640 0.217763
0.895663 597.037302 4314.097733 0.699649
0.233250 674.898510 1416.714009 0.000000
0.563433 198.640737 1669.340423 0.580581
0.461553 833.311398 4195.688164 0.475827
0.351663 901.950631 2478.210296 0.067507
0.797071 366.585737 4020.382393 0.772122
0.403203 473.484265 3363.620500 0.314648
0.021477 988.823064 4574.302842 0.000000
0.159429 91.592811 1353.536174 0.123629
0.504039 914.812298 2082.293789 0.122502
0.370109 966.191701 3059.349152 0.025606
0.515420 57.010387 4953.996076 1.064390
0.726294 620.677296 1835.495727 0.414047
0.749723 245.954062 3892.727552 0.819255
0.870865 34.609790 3011.035877 0.647472
0.723936 491.619828 1811.555252 0.403938
0.180934 507.808290 4537.473380 0.161026
0.413519 283.884513 3806.488632 0.741553
0.666759 698.119433 4822.522181 0.824125
0.962622 645.684438 1813.582422 0.449952
0.722817 328.122356 2268.282924 0.606579
0.654526 395.611337 2867.712411 0.508541
0.119510 360.881651 384.658995 0.030365
0.166224 820.405638 913.200035 0.000000
0.785784 153.056108 4962.018899 1.002085
0.266069 949.964913 4888.506729 0.061003
0.283536 919.845840 1477.383061 0.055751
0.276388 45.877245 3792.669676 0.511774
0.420837 35.132540 3163.265345 0.635547
0.365975 562.825978 1922.877182 0.219536
0.998309 713.744845 4559.286480 0.753883
0.136248 510.909806 866.991753 0.000000
0.555194 242.723887 556.849112 0.432283
0.717783 569.300886 3096.454118 0.450019
0.920481 997.520471 4249.978180 0.415362
0.971685 386.689131 1719.936426 0.529677
0.866210 335.805691 3928.563025 0.767787
0.144254 352.670432 3158.121435 0.109444
0.033651 293.084626 2922.756357 0.000000
0.526589 843.974048 3080.344235 0.229004
0.031869 519.884536 3160.933574 0.000000
